question1	question2	label
跟房东签租房协议要明确哪些内容？	与律师签订协议需要明确哪些内容	0
经食品安全风险评估，得出食品、食品添加剂、食品相关产品不安全结论的，国务院各部门应当如何处理	经食品安全风险评估，得出食品、食品添加剂、食品相关产品不安全结论的，人民法院各部门应当如何处理	1
不动产物权登记何时生效	不动产物权登记之后什么时候能生效呢	1
票据金额的记载有什么规定	如何规定的票据金额的记载	0
共有房屋所有人想要分割拆迁费的话，都可以打民事官司吗？	拆迁补偿款家里亲戚想分割怎么办	1
遗嘱人以遗嘱处分了属于国家、集体或他人所有的财产是否有效	遗嘱人以遗嘱处分了属于国家、集体或他人所有的财产违法吗	1
探亲假工资如何计算？	怎么算探亲假的工资	1
是否有同意适用简易程序的权利？	可以同意适用简易程序吗？	1
什么是间接证据？	证人证言是直接证据还是间接证据？	0
受让人没有支付技术转让费，我可以解除技术转让合同吗	假设受让人未支付技术转让费，可以解除技术转让合同吗？	1
有限责任公司的股权转让有哪些问题？	有限责任公司申请破产的处理办法？	1
商标权的基本特征有哪些？	知识产权的基本特征有哪些？	0
食品生产经营者是否应当建立食品安全自查制度	食品生产经营企业或经营者应建立哪些食品安全制度？	1
转让专利权应该办理什么手续？	专利可以无偿转让给其他人么？	1
第二审人民法院审判上诉案件能否加重被告人的刑罚？	二审法院审判上诉案件中，哪些情况是会加重被告人的刑罚的？	0
承担高度危险责任，赔偿是否有限额？	损害赔偿金在本案中是否适用的责任限额的规定，为什么?	0
夫妻债务分歧如何举证？	夫妻债务如何举证举证责任是怎样的？	0
租赁合同的承租人和出租人之间的租赁合同会因为出租人把租赁物转租给第三人而失效？	在租赁合同中，如果承租人将租赁物转租给第三人，那承租人和出租人之间的租赁合同还有法律效力？	0
普通公司可以为别的企业或个人担保贷款吗？	公司可以以公司名义向个人借款么？融资么？并出利息？	1
违反社会公共利益、社会公德侵害他人隐私或者其他人格利益，受害人能否要求精神损害赔偿	违反社会公共利益、社会公德侵害他人隐私，受害人能否要求精神损害赔偿	1
门禁时间滞留校外受伤，学校要赔吗？	学生滞留在校外而受了伤，但是已经到门禁时间了，学校该赔吗	1
刑事申诉包含范围	刑事申诉案件是否属于刑事诉讼程序	1
行政拘留由谁决定？	可以决定行政拘留的都是谁？	1
民事案件不受理范围有哪些？	法院受理民事案件的范围有哪些	0
公安机关不予立案怎么办？	控告人对公安机关不予立案的决定不服怎么办	1
抵押物被分割或者部分转让的，抵押权人如何行使抵押权	当抵押物被分割或者部分转让之后，抵押人应该怎样行使其抵押权	0
构成铁路运营安全事故罪的行为有哪些	什么样的行为会被认定为构成铁路运营安全事故罪	1
有执业医生证但不在执业地点紧急救人是否构成非法行医？	医师在外给路人进行紧急抢救是否算是非法行医	0
股份有限公司发起人的责任？	股份有限公司的发起人有哪些法律责任	1
多式联运单据是否可以转让	多式联运单据的多式联运单据证据效力	0
老公失踪很久了，我可以要求离婚吗	老婆下落不明，我能上诉离婚吗	1
什么是胁从犯？	胁从犯的认定标准是什么	0
订立借款合同可以采用什么形式，其内容主要有什么？	可以采用哪些形式订立借款合同，都包含什么内容	0
假冒他人专利会被罚什么？	假冒他人专利的行为是否构成犯罪？	0
无偿帮工导致他人受伤，被帮工人不肯赔怎么办？	无偿帮工导致自己受伤，被帮工人不肯赔怎么办？	0
没有工作证件，侦查人员可以现场询问证人吗？	询问证人可以分别进行 对还是错？	1
两个以上污染者污染环境，污染者承担责任的大小应如何确定	多个污染者污染环境，污染者承担责任的大小应如何确定	0
无配偶的男性收养女性的有哪些条件限制	关于单身男子领养女孩都有哪些条件限制？	1
不起诉处理的案件公开审查应当听取哪些人的意见？	检查院决定不起诉的案件犯罪嫌疑人面临是啥情况?	1
借款合同到期没钱还款的怎么收回借款？	借款合同到期已过三年未还钱，合同还有效吗	0
在不知情情况下销售有毒有害食品判刑的机率大不大?	商家买的食品有毒害，但是他提前并不知情，这种判刑的概率大吗	1
试用期是否包含在劳动合同期限内	劳动合同签订时间包含试用期吗？	1
无偿保管他人财物，保管不善被毁需要赔偿吗？	无偿保管造成丢失需要赔偿吗?如果需要赔偿比例是多少?	0
提供哪些娱乐服务需缴纳文化事业建设费？	广告公司哪些收入征收文化事业建设费?	0
交通事故责任认定案例？	关于交通事故责任认定的示例有吗	1
非全日制用工工资怎么计算？	非全日制用工工资的计算方法是怎样的？	0
公安管所有的犯罪案件吗？	地方各级公安机关刑事案件管辖的基本原则	1
赠与合同赠与人故意不告知或保证无瑕疵，造成受赠人损失的，赠与人是否承担责任	赠与物致使他人伤害，赠与人要承担赔偿责任吗	1
买到三无产品找谁要求赔偿	消费者买到三无产品后应该向谁索取赔偿	0
人民法院受理债务人破产案件后，保证人是否可以作为主体申报债权	保证人破产后债权人可否申报债权	0
什么是会计工作的社会监督？	会计工作的社会监督有什么内容？	0
作为被执行人，我有哪些义务？	作为被执行人如何申请保留基本生活费用，包括哪些方面	0
在劳动争议诉讼中增加诉讼请求，是否违反仲裁前置原则？	劳动诉讼变更诉讼请求，要采取仲裁前置	1
债务人在债权转让时的抗辩权的规定？	债权转让债务人是否有抗辩权	1
有限责任公司的股权转让有哪些问题？	什么事项是有限责任公司股权转让应该注意的？	0
本票必须记载的法定事项是什么？	有什么法定事项是本票必须记载的？	0
什么情况不能作为认定案子事实的依据？	能单独作为认定案件事实依据的证据有哪些	1
我国的行政复议制度在实践中存在哪些问题？	我国推行行政复议制度，有什么意义？	0
建筑区划内的道路属谁共有	道路是建筑区划内的，属谁共同拥有	0
道路、停车场和道路配套设施的规划、设计、建设是否可以进行调整	危险化物牵引车是否能转普通牵引车吗	1
行纪人处理委托事务支出的费用由谁承担	在办理委托事务的时候，行纪人的花销应该是谁来承担	1
没有遗嘱，哪些人可以继承遗产？	关于没有第一继承人的遗产继承问题？	1
分期付款的买卖合同的买受人未支付到期价款的，出卖人如何主张权利	分期付款买卖合同的诉讼时效多长	0
非机动车通行规则是什么	机动车通行规则是什么	0
一方婚后继承的财产属于夫妻共同财产吗？	婚后我继承父母的遗产继承算不算夫妻共同财产吗？	0
20年的诉讼时效还能中断吗？	朋友的诉讼时效已经长达20年，还能够中断么？	0
调查、收集证据必须要当事人自己收集吗？	简述当事人和法院如何收集和提出证据	1
内幕交易罪、泄露内幕信息罪有哪些构成条件？	内幕交易罪，内幕交易罪会被判几年呢？	0
对劳动者进行培训有哪些形式？	培训机构对劳动者培训要钱吗	1
哪些情况属于手术中的医疗过失？	在手术中什么情况选医疗过失	0
我向法院提交起诉之后，多久可以立案？	请问向法院递交起诉书时，该走什么样的流程？	1
经济诈骗公安局不立案怎么办？	诈骗案当地公安局不立案怎么办	1
担保借款的规定怎么查找	拥有担保人的借款，有什么相关规定	0
公司怎么建职工名册	企业怎么建职工名册	0
女工隐孕进公司被发现后，公司可以解除劳动合同吗？	女工隐孕进公司被发现后，公司可以解除赔偿合同吗？	0
刑事申诉包含范围	刑事申诉案件所包含的范围？	0
抚养费包括哪些	抚养费的定义	0
关于贷款犯罪、宣告缓刑的犯罪分子需要用禁止令么	如果一个贷款犯罪分子，被判了缓刑，以后还要用禁止令么？	1
司法鉴定过程中的特殊规定？	我想知道哪些案件必须要经过司法鉴定呢	1
什么是行政处罚决定的确定力？	行政行为的确定力和公定力分别如何定义	0
农村请来巫师治病致死，谁的责任？	请问萨满的意思	0
劳动者出现哪些情形时，用人单位可以解除劳动合同	用人单位有哪些情形时，劳动者可以解除劳动合同	1
可以不经配偶同意，立遗嘱处理夫妻共同财产吗？	遗嘱如果处理了夫妻共同财产，遗嘱是否有效	0
缓刑是刑罚吗？	被判缓刑属于刑事处罚吗	0
非法行医致人死亡要承担什么责任？	无证行医导致人死亡需要负什么法律责任	1
保险公司如何提取未决赔款准备金？	未决赔款准备金保险公司应怎么提取？	1
发生交通事故，一方不配合处理的怎么解决？	对于车祸事故的案件中，对方处理态度是不配合解决的，应怎么办？	1
对公安机关不予立案的决定不服怎么办？	在公安机关不予立案情况下，当事人对这决定不服怎么办	1
认购书在什么情况下应当认定为商品房买卖合同？	商品房买卖中认购协议和定金具备什么效力 ？	1
出卖人一物多卖，买受人不能按照合同约定取得标的物所有权的，买受人是否可以追究出卖人违约责任	出卖人一物多卖，买受人不能按照合同约定取得标的物所有权的，出卖人是否应该做出赔偿	0
申请伤残鉴定的时间有要求吗？要多久？	申请伤残鉴定需要多长时间才能下来？	1
总公司和分公司的公章可以一样吗？	分公司的公章和总公司的公章之间有什么差别？	0
分期付款受让人未支付转让费的，能要求提前清偿款项？	分期付款受让人在未支付转让费的情况下，能要求提前清偿款项？	0
口头调解协议何时生效？	口头协议是否发生效力?	0
证据保全决定书的清单里有哪些内容？	治安案件用扣押清单还是证据保全清单	1
交通事故认定书是对方的全责，但是对方不赔偿该怎么搞	交通事故赔偿纠纷，对方全责，但是不赔偿该如何处理	0
婚姻中人身自由被非法限制，可以请求撤销婚姻吗？	人身自由被非法限制的婚姻可以申请撤销吗	1
专业职务公证书？	公证员是什么级别的？	0
机动车在高速公路上发生故障或者交通事故，无法正常行驶的该怎么办	在高速公路上车坏了怎么办？	1
借款合同中当事人就合同履行地未约定或者约定不明确的，如何确定合同履行地	借款合同中当事人就合同履行地未约定或者约定不明确的怎么办	0
醉酒开摩托车撞到人会不会坐牢？	醉酒驾驶摩托车撞伤人会被判什么刑?	1
消费者或者其他受害人因商品缺陷造成人身、财产损害的，可以向谁请求赔偿	经营者或者其他受害人因商品缺陷造成人身、财产损害的，可以向谁请求赔偿	1
贷款犯罪被判缓刑以后要用禁止令吗？	关于贷款犯罪、宣告缓刑的犯罪分子需要用禁止令么	1
租船运货，卸货时发现湿水，做了CFR条款，怎么索赔？	租船运货，在卸货时候发现湿货情况，做的是CFR条款，应怎么索赔 ？	0
醉酒后驾驶机动车的该如何进行处罚	饮酒后驾驶非机动车的该如何进行处罚	0
交通事故,农村居民按什么标准赔偿？	城镇与农村户口车祸赔偿标准有没有区别？	1
用工单位是否需要控制劳务派遣的用工数量	用工单位要把劳务派遣的用工数量控制一下吗？	0
复员军人旧伤复发可否享用工伤待遇？	复转军人在用人单位旧伤复发，属于工伤吗	1
因工死亡劳动者可享受哪些待遇？	因为工事去世的职工，其家属能够享受哪些待遇	1
哪个部门有权发放机动车号牌？	哪个部门有权发放机动车？	0
地役权合同一般包括哪些条款	合同中一般包括哪些主要条款	1
诈骗金额达到多少立案？	谁知道诈骗多少金额能立案？	1
如何认定信息网络传播权侵权行为？	信息网络传播权的主要侵权形式有哪些?	0
是否可以上诉那些剥夺政治权利后的情况	请问：被剥夺政治权利后的人有上诉权吗？	0
公司债券如何发行审批？	发行公司债券的流程是什么？	0
构成交通肇事罪怎么判刑？	已经被认定交通肇事罪会怎么判刑	0
签订固定期限劳动合同是否需要和劳动者商量一下	用人单位和劳动者签订固定期限劳动合同,是否需要劳动者的同意	1
继承法的兄弟姐妹是指什么	兄弟姐妹在继承法里面是怎么定义的	0
再审程序中执行强制措施需要由谁确定	哪个部门可以确定在再审程序中执行强制措施？	0
三方协议违约金约定为约定工资的十倍合法吗？	平台单方面制定的三方协议，违约金是十倍合法吗	0
试用期内公司以不适合岗位要求辞退，可以要求什么赔偿？	试用期被公司辞退了，可以要求公司什么赔偿	0
申请监督材料不齐备的如何处理？	申请监督材料不齐备的怎么办？	1
签订赠与合同时有哪些要注意的？	签订赠与合同要纳税不？	1
在哪种情况下抵押权的效力不及于抵押物的从物	什么情况下，抵押权的效力不及抵押物的从物	0
刑事案件立案标准的规定有哪些？	在刑事案件中，立案的规定有哪些？	0
劳动合同除必备条款外，可以约定哪些事项	劳动合同可以约定必备条款外的的条款有哪些？	0
委托合同受托人需变更委托人指示的，是否必须经委托人同意	委托合同受托人需变更委托人指示的，是否必须经当事人同意	0
儿子私自用父母房屋办理抵押贷款不还，要以房抵债吗？	父母贷款买房子，子女可以做为共同还款人吗	0
侵犯专利权的管辖法院包括哪些？	侵权案件的管辖法院应该怎么确定？	0
孩子玩游戏充值可以要求退回吗？	小孩子玩游戏充钱，可以退回来吗	0
涉外婚姻可以单方面在中国离婚吗？	涉外婚姻中什么情况下离婚可以在我国办理	0
学校发现未成年人旷课、夜不归宿应该怎样做？	学校应当从哪些方面预防未成年人的夜不归宿？	0
买到变质的牛奶，没喝能要求赔偿吗？	买了变质牛奶，导致腹泻，超市怎么赔偿？	1
哪些部门应建立食品安全全程追溯协作机制	建立食品安全追溯体系，可以保证食品安全吗	0
保单遗失，保险公司能拒赔吗？	保险公司是否可以拒赔保单遗失的情况？	1
用人单位决定提前解散的，劳动合同是否终止	用人单位提前解散可否与孕期女工终止合同	1
非法财产可以没收吗？	男人被抓，老婆财产会被没收吗？	0
行政复议制度与行政诉讼制度是什么关系？	行政诉讼和行政复议之间存在什么联系	0
用人单位与劳动者在用工前订立劳动合同的，劳动关系从什么时候开始建立	法律规定劳动关系从什么时候开始算	0
对符合《中华人民共和国民事诉讼法》起诉条件的消费者权益争议，人民法院是否受理？	对符合《中华人民共和国民事诉讼法》起诉条件的经营者权益争议，人民法院是否受理？	1
借款时涉及提供担保的，具体规定上哪里去找？	借款到期六个月了，找不到借款人，担保人可以免责吗？	0
被申请强制执行拿不出财产会被拘留吗？	法院判决后，申请强制执行，对方不赔偿如何拘留？	1
什么是重婚	重婚是什么意思	1
坐出租车出了事故应该谁负责赔偿	在乘坐的士期间发生交通事故造成受伤的，该向谁索偿？	0
大学生在校内跳楼自杀，学校要赔偿吗？	大学生自杀，学校有责任吗？	0
私家车被人为烧毁，能找保险人理赔吗？	车辆被人烧毁保险公司赔吗，如何避免车险理赔纠纷	1
跟公司签了集体合同又要求签劳动合同，可以不签吗？	我在公司签了集体合同公司又要求签劳动合同，我不签会违法吗？	0
被判处管制的犯罪分子在执行期间应当遵守哪些规定？	什么法则是执行管制期间的犯人需要服从的	0
什么是另案处理	对另案处理怎么理解	0
试用期间被辞退有经济补偿金吗？	试用期内被辞退，是否可以要求经济补偿金？	0
检察院在什么情形下可以决定拘留？	检察院可以决定拘留的情形有什么呢？	1
债务人或者第三人的哪些财产可以抵押	哪些属于债务人或者第三人的财产可以抵押	1
在诉讼时效期间内，因不可抗拒的事由致继承人无法主张继承权利的，继承人是否可以向人名法院申请中止诉讼时效	继承的默示接受和诉讼时效的问题	1
医疗事故纠纷起诉后还可以鉴定吗？	在起诉了医疗事故之后还可以申请鉴定医疗事故吗	1
继承权纠纷自继承开始不得再提起诉讼的时间期限是多久	继承权纠纷自继承开始多少天不得再提起诉讼	0
由于不能抗拒或者不能预见的原因造成损害结果的，是否构成犯罪？	由于不能抗拒或者不能预见的原因造成损害结果，是否会被追究刑事责任？	0
租客损坏我的房屋，还要不想赔偿？	租房的人损坏地板不赔,可以赶出租客吗	1
机动车未投交强险外借出事故，车主是否需担责？	我把车借给朋友，发生了事故，但是我没投交强险，我是否需要承担责任？	1
噪音太大影响我休息该怎么办	小区内噪声扰民该怎么办	0
他人在网上诽谤自己，网站需要承担连带责任么？	别人在网上诋毁自己，该网站需要承担连带责任吗	1
农村请来的巫师治病把人治死了，应该由谁承担责任	从农村请来的巫师把病人治死，这应该是谁的责任	0
承包方主张工程款优先受偿一定要起诉吗？	建设工程优先受偿权必须要起诉么吗？	0
有喝酒嗜好会不会影响争取孩子抚养权？	有喝酒嗜好会不会影响孩子的性格？	0
刑事案件立案标准的规定有哪些？	在发生刑事案件后该怎么处理？	0
取保候审的保证金可以退么？	解除取保候审后 保证金公安局会退吗	1
涉外离婚财产怎么分割？	我对象是外国人，请问涉外离婚财产分配是怎样	0
什么是行贿罪？单位行贿是否能够构成犯罪？	使用不具有价值的物品行贿构成什么犯罪？	0
人民法院在审理民间借贷纠纷案件的时候怎么判断是不是属于虚假民事诉讼	我国的人民法院在处理民间借贷纠纷案件的时候，是怎么判断这个案件是不是属于虚假民事诉讼案件	1
实用新型专利被侵权要承担什么责任？	我的一项实用新型专利被朋友侵权了，朋友承当的责任是什么？	1
在行政诉讼中可不可以一并要求解决相关的民事争议？	一个案件中可不可以既有民事诉讼又有行政诉讼?	0
什么是融资租赁合同，其与租赁合同有哪些不同？	融资租赁合同与买卖合同、租赁合同基本区别有哪些特征	1
什么是另案处理	另案处理的书面解释	1
女工怀孕期间不舒服请假安胎，工资怎么算？	女职工保胎假，算病假吗？	0
司法鉴定管理两办法“登记”一词含义？	司法鉴定人是国家工作人员还是司法工作人员	1
一方在国内，一方在国外，离婚要去哪个法院？	一方在国外，如何协议离婚	1
在食品安全事故应急预案中，应该对哪些内容给出规定	食品安全事故应急预案里应该做出规定的有哪些内容	1
律师遗嘱见证收费标准是怎样的？	遗嘱继承律师哪个律师比较好？	0
可以处理定作合同纠纷的办法有什么呢？	有哪些办法可以解决定作合同纠纷的方法？	0
县级以上地方人民政府制定本行政区域的食品安全事故应急预案的依据是什么	制定本行政区域的食品安全事故应急预案时，县级以上地方人民政府的依据是什么	1
对扰乱法庭秩序的应当如何处理？	请问如何才能认定扰乱法庭秩序罪呢？	1
收集、调取物证书证只能是原物原件吗？	调取的物证和书证一定要是原件吗？	0
试用期内劳动者是否可以任意解除劳动合同	试用期内用人单位解除劳动合同的限制有哪些?	1
我国的行政复议制度在实践中存在哪些问题？	在实践中，我国的行政复议制度都是存在什么问题呢？	1
刑事案件，批捕后还能取保后审吗？	行政拘留和刑事一般需要多长时间？	1
小区地下停车场产权归谁？	关于小区的地下停车场收费是合法的吗	0
两口子吵架然后分开过了，算感情不和分居吗	跟老婆吵架然后现在不住一起了，这属于感情不和而分居吗	1
给精神病人强制医疗应该走什么样的流程？	需要对精神病人执行强制医疗，过程是怎么样的	1
行政诉讼申请所需监督申请书包含哪些内容？	行政诉讼申请所需监督申请书包含什么内容？	0
什么是遗弃	婚姻法中遗弃家庭成员具体是指什么	0
什么行为构成从事雇佣活动？	怎样判断雇员的行为是否属于雇佣活动	0
电动车自燃，厂家说过了质保期不愿赔偿怎么办？	过了保质期的电动车发生自燃，厂家不愿意赔偿怎么办？	0
他人因为追打牲畜死了，能要求间接损失吗	他人追打牲畜导致死亡，可以要求间接损失吗？	0
公司法人可以担任同行业另一家公司的股东吗？	一个人可以同时成为两个公司的股东吗	0
消费者买到过期食品怎么办？	吃过期食品拉肚子怎么办	0
生态环境领域行政公益诉讼案件调查、审查的重点问题是什么？	生态环境领域民事公益诉讼案件调查、审查的重点问题是什么？	0
买卖合同中买受人在什么情况下能够中止支付价款	买卖合同中买受人可以中止支付价款的情况都有哪些	0
被人侵权伤害，兼职的收入损失能主张误工费吗？	侵权受到伤害，误工费中包括兼职的收入损失吗	0
公安管所有的犯罪案件吗？	全部的犯罪案件公安局都管吗	0
怎样才能构成重婚罪？	重婚罪会判罚坐牢吗？	1
取保候审的保证金可以退么？	取保候审需要交一笔钱，请问是保证金吗？能退吗	0
离婚申请人身安全保护令怎么得到保护？	离婚之后申请的人身安全保护令怎么得到的保护？	1
临时工可以不签订劳动合同吗？	临时工用签订劳动合同吗？	0
因为劝架被推致死，能要求赔偿吗	劝架的时候被人推倒致死，是否可以要求赔偿	1
用人单位因我不服从加班安排而解雇我，怎么办？	我不愿意加班，被开除，怎么举报用人单位？	0
人民检察院受理民事申请监督案件的范围有哪些？	检察院受理的民事申请监督的案件范围是什么？	0
行政复议申请期限？	行政复议的申请期限如何正确计算？	1
住户在门口放了私人物品算占用大家的面积吗	隔壁在门前放东西这样算占用了公共空间吗	1
保证期间能否发生中断、中止、延长的法律后果	保证期间是诉讼期间，还是除斥期间？	0
被宣告死亡的人重新出现，财产怎么办？	怎么处理被宣告死亡又“复活”的人的财产？	1
离婚房屋产权登记在一人名下就归谁吗？	登记在夫妻一方名下的房产，离婚时如何确权？	1
建设工程施工合同书面文件，一般包括哪几个组成?	简述《建设工程施工合同》的主要内容	0
租赁合同还没到期，房东却把房子卖了该如何是好？	房东把房子卖了，但是房屋还没到期应该怎么处理？	1
食品经营者应当如何贮存食品	食品经营者贮存食品应当遵循什么要求	0
公司债券如何发行审批？	银行可不可以发行证券？	1
遗嘱人以遗嘱处分了属于国家、集体或他人所有的财产是否有效	哪条法律规定立遗嘱人不得处分不属于自己的财产？	0
可以举一个交通事故责任认定的例子吗	关于交通事故责任认定的示例有吗	1
借贷双方对借贷利息约定不明的，出借人主张利息的，人民法院应当如何处理	借贷双方对借贷利息约定不明的，出借人不主张利息的，人民法院应当如何处理	0
网贷平台倒闭后，网签的借贷合同是否有效	网贷平台倒闭后，我在网上签的借贷合同还有效吗？	1
资源保护领域行政公益诉讼案件调查、审查的重点问题包含哪些？	求助！资源保护领域行政公益诉讼案件调查的重点问题包含哪些内容？	1
交通事故工伤赔偿由谁出？	工伤交通事故能否获得双重赔偿？	1
资源保护领域行政公益诉讼的案子范围是什么？	哪些属于资源保护领域行政公益诉讼案件的范围呢？	1
擅自生产、销售未经国家机动车产品主管部门许可生产的机动车型的该如何进行处罚	擅自生产、销售没有获得产品主管部门许可的机动车型的该如何进行处罚	1
供用电合同的用电人应当承担什么义务	供用电合同的用电人应当承担的义务是什么	1
经济仲裁的特征？	如何确定是否是劳动仲裁?	1
继承案件中代理人的哪些行为应认定其代理行为无效	房屋继承如有一方是弱智不能签字怎么办	1
投诉有哪些形式	举报，申诉的方式和程序有哪些	0
当事人提供虚假材料申请不动产物权登记，给他人造成损害的，是否应当承担赔偿责任	当事人提供确切材料申请不动产物权登记，给他人造成损害的，是否应当承担赔偿责任	1
生态环境领域行政公益诉讼案件调查方式是什么？	在线等！生态环境领域行政公益诉讼案件调查方式是什么？	1
实习生在上班时间受伤，能否算工伤？	实习生工作时受伤到底能不能认定为工伤	0
检察机关民事公益诉讼案件审批程序是什么？	检察机关行政公益诉讼案件审批程序是什么？	1
对于实施家庭暴力或虐待家庭成员的行为，受害方可以采取哪些自我保护措施	对于实施家庭暴力或虐待家庭成员的行为，受害方可以采取的自我保护措施都有什么	1
共同共有人抵押其共有财产，此抵押是否有效	共同共有人，一方抵押共有财产，有效吗	0
不赡养父母的子女可以分家产吗？	父母不愿意把财产分给不赡养的子女可以吗	0
发起人设立股份有限公司的需要满足哪些条件？	想要设立股份有限公司的话，发起人要具备哪些标准？	0
通过暴力、威胁方法阻碍产品质量监督部门的工作人员依法执行职务的，怎么解决	怎么处理以暴力、威胁方法阻碍工商行政管理部门的工作人员依法执行职务的情况	0
五、六级伤残，一次性工伤医疗补助金大概是多少钱？	劳动者5至6级的工伤赔偿标准分别是多少？	1
外国人在中国收养子女，应当履行哪些程序	外国人收养中国孩子需要提供什么手续	1
婚后我问我家亲戚借钱买的房，离婚的话这笔债算共同债务吗？	婚后弟弟向姐姐借钱买房，离婚时是共同债务吗	1
扰乱公共场所秩序会受到什么处罚？	如果在公共场所扰乱了秩序会有什么后果？	0
票据金额的记载有哪些法定的要求？	属于票据记载事项有哪些？	1
不起诉处理的案件公开审查应当听取哪些人的意见？	在人民检察院审查案件时，应当听取哪些人的意见	1
试用期内劳动者是否可以任意解除劳动合同	试用期如何解除劳动合同	0
我在异地生活，公安机关可以在当地的拘留所拘留我么？	公安机关能在异地的拘留所拘留犯罪嫌疑人么？	1
噪音扰民该怎么办？	夜间严重噪音扰民怎么办	1
依法应当注册的保健食品，注册时应当提交哪些文件	按照法规应该去注册的保健品在注册时有哪些文件需要提交	1
如何计算非全日制用工工资	非全日制用工工资的计算方法是怎样的？	1
没有工作证件，侦查人员可以现场询问证人吗？	新刑诉法规定,询问证人的地点有哪些	1
对公安行政处罚不服怎么处理？	驾驶人如果对交警的行政处罚不服怎么办？	1
委托开发合同的研究开发人有哪些主要义务	我国委托开发合同的研究开发人的主要义务有哪些	0
不知情的前提下售卖有毒食品，被抓后有多大概率会被判刑	商家买的食品有毒害，但是他提前并不知情，这种判刑的概率大吗	0
借款时涉及提供担保的，具体规定上哪里去找？	拥有担保人的借款，有什么相关规定	0
借款合同中当事人就合同履行地未约定或者约定不明确的，如何确定合同履行地	我跟朋友的借款合同中对方就合同履行地未约定或者约定不明确的，我应该如何确定合同履行地	1
有多份遗嘱该怎么处理	多份遗嘱怎么办	1
我要怎么证明和公司存在劳动关系？	我与公司存在劳动关系，怎么解除	1
个人可以直接向法院提起刑事诉讼吗？	刑事诉讼可以由个人直接向法院提起吗？	0
发生哪些纠纷可申请仲裁？	纠纷发生后，双方没有事先约定仲裁，可以申请仲裁吗	0
简述一下签订赠与合同注意事项	赠与合同签订应留意那些方面？	0
临时工主动离职要提前多久提出？可以要求补偿吗？	临时工主动离职应该提前多长时间提出？可以要求补偿吗？	1
未及时上报安全事故，是否可以要求更多赔偿？	发生安全事故应在什么时间上报	1
子女生活不能自理，还需要赡养父母吗？	生活不能自理的情况下，子女还要赡养父母吗	1
故意伤害罪把人捅伤怎么判刑？	把人砍成重伤怎么判？会做几年牢？	0
行政处罚法为什么要规定行政赔偿制度？	行政处罚法规定行政赔偿制度的原因是什么呢？	1
委托他人办事的委托费用需要预先支付吗？	关于委托费用的问题，要不要在委托他人办事前预先支付？	1
儿子私自用父母房屋办理抵押贷款不还，要以房抵债吗？	子女能用父母的房子办理房产抵押贷款吗？	1
借贷双方对借贷利息约定不明的，出借人主张利息的，法院怎么处理	双方在借贷的时候没有确定借贷利息的，出借人主张利息的，人民法院应当如何处理	0
检察官职业道德基本准则有哪些？	我国检察官职业道德规范主要包括哪些内容？	1
用人单位对被派遣工作人员实行工资调整机制是应该的吗？	用工单位应不应该在被派遣劳动者身上实行工资调整机制	1
交通事故认定标准是怎样的？	道路交通事故可分为哪几个等级？	1
农村请来巫师治病致死，谁的责任？	农村请来巫师治病致残，谁的责任？	0
定作合同纠纷的解决方法有哪些？	定作合同纠纷产生的原因及防范措施有哪些？	0
我国法律规定的律师催告函的时效是几天	咨询一下律师催告函的法律时效限定时间	1
哪几类合同的债权不能转让？	我国法律规定哪些合同债权不能转让	1
刑事拘留律师会见时间？	刑事拘留可以见律师吗	1
股权转让问题，在有限责任公司里有什么注意事项	什么事项是有限责任公司股权转让应该注意的？	1
到人民法院上诉还要递交上诉状吗？	上诉的案子法院不往上递交要怎么办	0
交通事故类型有哪几种	交通事故有哪些分类	0
信用卡诈骗罪判多久判多少年？	信用卡诈骗罪是怎么认定的呢？	1
有重大疾病的嫌疑人可以申请取保候审吗	取保候审包括嫌疑人患有重大疾病的吗	1
我还在医疗期，现在公司要进行裁员，我会不会被裁掉	公司需要裁减员，是否会裁掉还在医疗期的我？	1
行政诉讼申请监督所需材料有哪些？	行政诉讼申请监督所需资料有哪些？	0
形成送养收养关系的当事人是否必须订立收养协议	终止收养关系的当事人是否必须订立终止收养协议	0
海外起诉追收欠款后，不请律师行不行？	在海外追收欠款，起诉后，能不委托律师代理吗？	1
我开着自己的车替单位出去办事，发生了交通事故，我负主要的的责任，我该怎么办？	我开单位车出去给单位办事出了交通事故怎么办？是我自己负责还是单位负责？	0
股份有限公司的发起人有哪些法律责任	可以说一下股份有限公司发起人的责任都包含哪些么？	1
涉及两个以上省、自治区、直辖市的重大食品安全事故应如何实施事故责任调查	涉及两个以上省、自治区、直辖市的重大食品安全事故应该由谁来承担主要责任	0
三代以内旁系血亲包括哪些	三代以内旁系血亲中包括堂兄，表哥这些吗	1
七证合一？	什么是一照一码？	1
小区业主有哪些权利？	那些权利是小区业主应该享有的？	0
无偿帮工导致他人受伤，被帮工人不肯赔怎么办？	义务去帮别人干活结果把其他人碰伤了，被帮忙的那个人又不愿意赔偿，咋办？	1
按照审判监督程序重新审判的案件应该在多长时间内审结？	适用简易程序的行政案件应当在多长时间内审结	0
运输合同旅客因自己原因未按照客票记载时间乘坐的，应当如何处理	客运站不按车票时间发车是否违反合同法	1
公司章程是否可以随意规定董事会的议事方式和表决程序？	董事会的议事方式和表决程序的内容都有什么？	1
经营劳务派遣业务应当申请行政许可吗？	申请劳务派遣公司还需要劳动局的许可证吗？	1
